,mild_cartoon_violence,mild_fantasy_violence,mild_language,mild_lyrics,mild_violence,no_descriptors,nudity,partial_nudity,sexual_content,sexual_themes,simulated_gambling,strong_language,suggestive_themes,use_of_alcohol,use_of_drugs_and_alcohol,esrb_rating
380,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
383,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
386,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
388,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
390,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
392,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
393,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
394,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
396,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
401,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
404,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
406,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
407,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
412,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
414,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3
415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
416,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
417,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
418,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
419,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
420,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
421,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3
422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
425,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
426,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
427,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
428,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
434,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3
435,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
436,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
437,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
438,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
440,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
442,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
444,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3
445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
446,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
452,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3
454,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
457,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
458,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
462,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
463,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
465,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
466,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
467,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
469,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
470,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
471,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3
472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
473,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
475,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
476,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
478,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
479,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
480,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
481,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
482,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
485,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
486,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
487,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
489,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
491,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
492,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
493,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
495,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
501,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
503,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
504,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
506,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
507,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
510,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
513,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
514,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
517,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
518,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
519,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
520,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
523,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
528,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
531,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
533,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3
534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
537,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
538,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
539,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
540,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
541,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
542,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
545,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
547,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
549,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
552,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
554,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
556,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
557,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
558,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3
559,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
560,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
561,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
562,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
563,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
565,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
566,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
567,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
569,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
570,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
571,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
574,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
575,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
576,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
577,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
580,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
582,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
585,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
587,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
589,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
590,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
592,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
594,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
595,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
598,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
603,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
605,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
606,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
607,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
608,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
610,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
612,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
613,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
617,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
618,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
619,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
620,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
621,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
623,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
625,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3
626,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
627,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
628,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
629,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
631,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
633,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
634,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
637,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
641,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
643,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
646,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
654,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
655,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
657,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
658,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
660,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
663,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
665,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
668,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
671,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
674,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
675,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
678,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
679,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
682,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
683,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
684,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
685,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
687,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3
688,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
689,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
690,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
695,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
698,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
699,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
701,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
704,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3
705,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3
706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
707,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
709,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
710,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
711,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
712,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
713,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
714,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
715,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
718,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
720,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
721,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
723,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
725,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
727,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
728,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
729,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3
730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
731,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
732,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
733,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
736,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3
737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
738,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
739,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
740,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
742,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
743,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
744,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2
745,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
746,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3
747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
748,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
749,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
751,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
752,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
753,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
754,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
756,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
757,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
758,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
760,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
761,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
763,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
764,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
