,mild_blood,mild_fantasy_violence,mild_language,mild_suggestive_themes,mild_violence,no_descriptors,nudity,partial_nudity,sexual_content,sexual_themes,simulated_gambling,strong_language,suggestive_themes,use_of_alcohol,use_of_drugs_and_alcohol,esrb_rating
1505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
783,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
917,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1347,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
1000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1672,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1661,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1674,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1614,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
862,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
203,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
1567,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3
1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
594,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1833,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1871,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3
1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1053,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1892,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
210,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1031,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1736,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
895,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
819,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
885,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
625,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3
843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1362,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
598,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
1721,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1799,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1407,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3
1055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
458,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
712,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
674,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
514,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
866,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1845,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
853,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1065,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1758,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
409,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
360,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
81,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
233,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1275,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1872,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
763,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
721,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
1254,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
393,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
629,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
1783,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1303,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
1088,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
869,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
297,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
378,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1224,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
1670,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1781,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
272,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1859,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
438,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
926,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
329,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
487,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1336,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3
568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1234,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
991,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1107,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1025,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1469,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
1479,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
150,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
404,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1098,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3
1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
556,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1586,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
288,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
826,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3
1665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1455,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
101,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
196,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
290,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
910,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
822,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
280,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1513,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
957,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
244,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
660,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
209,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1604,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
149,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
519,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
1768,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1603,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
883,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
655,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
484,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
851,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
595,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1651,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1532,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
764,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1191,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
969,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
582,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
557,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
687,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3
1111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
492,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
975,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
162,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1789,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1354,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
517,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
893,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1337,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
1439,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1759,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1606,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
913,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
505,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
978,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
965,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
342,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1290,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1409,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
571,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
906,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
299,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
87,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
668,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
421,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3
1617,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
950,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3
820,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3
1076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1885,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
899,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1342,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3
391,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1689,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
967,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
291,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3
493,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
394,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1311,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1489,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1487,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1570,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
736,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3
524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
212,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1662,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
617,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
751,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1359,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1519,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
392,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
