,mild_blood,mild_fantasy_violence,mild_language,mild_suggestive_themes,mild_violence,no_descriptors,nudity,partial_nudity,sexual_content,sexual_themes,simulated_gambling,strong_language,suggestive_themes,use_of_alcohol,use_of_drugs_and_alcohol,esrb_rating
1554,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
747,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
480,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
264,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
589,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1581,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
369,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1810,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2
132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1094,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
225,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
335,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
1159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1894,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1298,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1420,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1598,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
665,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1151,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
177,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
1321,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1058,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1473,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1368,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
980,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
263,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3
1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
1531,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3
1005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
467,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
347,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1045,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
641,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1149,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1655,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1042,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
905,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1771,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1627,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
778,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1408,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1069,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
221,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1633,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1713,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1585,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
189,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
777,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
821,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1527,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
254,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3
1131,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
637,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1888,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1126,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1573,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
1139,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1853,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
232,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
850,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
309,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
1577,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1854,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1199,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
205,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
1743,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
861,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
704,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3
236,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3
1715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1092,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1671,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1877,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
961,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
137,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
791,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1514,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
1361,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
867,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1468,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
561,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1815,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1431,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
230,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
621,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
469,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
446,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
896,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1639,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1350,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
833,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
1357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1825,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
875,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
823,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1285,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
876,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
610,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
160,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
670,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
699,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1124,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
1360,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
482,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
761,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
684,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
95,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
671,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
461,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1705,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3
466,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
1241,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
698,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
161,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
478,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1616,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1027,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
436,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
932,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
832,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
346,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
912,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
1122,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1445,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
966,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
790,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
521,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1371,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1609,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
891,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3
344,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
713,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
271,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1727,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
880,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3
49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1399,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
731,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1702,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
71,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
1624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1855,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1331,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
366,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
528,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
1814,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
1276,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3
1518,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1391,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
356,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1033,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3
615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
903,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
602,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1823,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
549,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
1141,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1830,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
570,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
577,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2
1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
603,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
633,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1320,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1742,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
1424,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3
1194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
386,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
619,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
486,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1569,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
897,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1105,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3
330,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
383,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
192,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
631,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
412,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
146,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1503,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
960,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3
630,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
289,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
685,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
